pair_ID,entailment_judgment,relatedness_score
121,ENTAILMENT,4.401277542114258
123,NEUTRAL,2.5112595558166504
125,NEUTRAL,2.796389579772949
128,NEUTRAL,2.5355119705200195
132,CONTRADICTION,2.996081829071045
134,NEUTRAL,3.447972536087036
135,NEUTRAL,3.190831422805786
137,NEUTRAL,3.584913969039917
138,NEUTRAL,2.6461355686187744
142,NEUTRAL,3.625175952911377
143,CONTRADICTION,3.745496988296509
144,NEUTRAL,3.4649808406829834
145,NEUTRAL,2.899719715118408
147,NEUTRAL,3.329744338989258
149,NEUTRAL,3.945502758026123
151,ENTAILMENT,4.29446268081665
152,NEUTRAL,3.560688018798828
153,ENTAILMENT,4.22866153717041
154,NEUTRAL,3.692243814468384
155,ENTAILMENT,3.962881088256836
156,CONTRADICTION,3.451887845993042
157,ENTAILMENT,4.539405822753906
158,ENTAILMENT,4.654449462890625
160,ENTAILMENT,4.124275207519531
162,NEUTRAL,3.4916348457336426
165,ENTAILMENT,3.928389549255371
166,ENTAILMENT,3.750112533569336
167,ENTAILMENT,3.8636364936828613
168,NEUTRAL,3.511592149734497
169,ENTAILMENT,4.467596530914307
171,NEUTRAL,4.337182998657227
172,ENTAILMENT,3.38303279876709
174,NEUTRAL,3.2961747646331787
175,NEUTRAL,3.4309732913970947
177,NEUTRAL,3.1911380290985107
178,NEUTRAL,3.998680591583252
179,NEUTRAL,3.5467090606689453
180,NEUTRAL,4.0059309005737305
181,ENTAILMENT,4.035606861114502
182,NEUTRAL,3.6898977756500244
187,NEUTRAL,2.5461935997009277
189,NEUTRAL,2.884629964828491
190,NEUTRAL,2.677802562713623
191,NEUTRAL,4.20916223526001
193,NEUTRAL,3.8363752365112305
195,NEUTRAL,3.1276657581329346
196,CONTRADICTION,3.7130918502807617
198,NEUTRAL,3.040574789047241
199,NEUTRAL,3.6264235973358154
203,CONTRADICTION,3.7864720821380615
204,NEUTRAL,3.5289342403411865
206,NEUTRAL,3.8270206451416016
207,NEUTRAL,3.556420087814331
208,NEUTRAL,3.894167184829712
209,NEUTRAL,3.812343120574951
210,CONTRADICTION,3.1310367584228516
212,NEUTRAL,3.3299944400787354
213,NEUTRAL,2.9351372718811035
214,NEUTRAL,2.4773030281066895
220,ENTAILMENT,3.986222505569458
221,ENTAILMENT,4.260680198669434
222,NEUTRAL,3.1074182987213135
229,ENTAILMENT,4.3067474365234375
230,CONTRADICTION,3.51849102973938
231,ENTAILMENT,4.408703804016113
235,NEUTRAL,2.459395170211792
239,NEUTRAL,2.494948387145996
242,NEUTRAL,4.285252571105957
243,ENTAILMENT,3.7271456718444824
244,CONTRADICTION,3.5103554725646973
245,NEUTRAL,4.438943862915039
246,NEUTRAL,3.624448776245117
247,NEUTRAL,3.81016206741333
250,NEUTRAL,3.9198050498962402
251,NEUTRAL,3.879429340362549
252,NEUTRAL,3.7600059509277344
255,ENTAILMENT,4.432528972625732
261,NEUTRAL,2.3465123176574707
262,ENTAILMENT,4.114207744598389
263,NEUTRAL,3.957260847091675
264,NEUTRAL,3.654484272003174
267,NEUTRAL,3.273653507232666
268,NEUTRAL,3.1679420471191406
270,NEUTRAL,3.347170114517212
271,NEUTRAL,3.2408242225646973
274,ENTAILMENT,4.302280426025391
275,NEUTRAL,4.240240573883057
278,NEUTRAL,3.5917699337005615
281,NEUTRAL,3.4482157230377197
282,ENTAILMENT,4.561589241027832
284,NEUTRAL,3.4429211616516113
288,NEUTRAL,2.9059112071990967
290,NEUTRAL,2.9236340522766113
292,NEUTRAL,3.3108599185943604
294,ENTAILMENT,4.184183120727539
295,NEUTRAL,2.624163866043091
297,NEUTRAL,2.5186688899993896
298,NEUTRAL,3.1727354526519775
299,NEUTRAL,2.621990919113159
300,ENTAILMENT,4.359888553619385
306,ENTAILMENT,3.59676194190979
307,ENTAILMENT,3.869079828262329
308,NEUTRAL,2.565605878829956
314,CONTRADICTION,3.821068048477173
316,NEUTRAL,2.5434184074401855
318,NEUTRAL,2.580078601837158
319,NEUTRAL,2.980041027069092
320,NEUTRAL,2.515040636062622
321,NEUTRAL,2.815556526184082
322,ENTAILMENT,4.435878276824951
324,NEUTRAL,4.002719402313232
325,CONTRADICTION,3.577901840209961
326,NEUTRAL,1.5536458492279053
328,NEUTRAL,1.4456976652145386
330,NEUTRAL,1.3018465042114258
334,NEUTRAL,3.9757163524627686
336,ENTAILMENT,3.735609769821167
337,ENTAILMENT,2.3552353382110596
343,ENTAILMENT,3.8582160472869873
345,NEUTRAL,2.7590200901031494
348,NEUTRAL,2.4717559814453125
349,NEUTRAL,3.0019664764404297
350,NEUTRAL,2.8667550086975098
352,CONTRADICTION,3.8659589290618896
353,NEUTRAL,4.457730770111084
355,CONTRADICTION,3.6008574962615967
356,NEUTRAL,3.8840157985687256
357,CONTRADICTION,3.764594793319702
359,NEUTRAL,3.532991886138916
364,ENTAILMENT,4.532747745513916
365,NEUTRAL,4.137997627258301
368,NEUTRAL,3.923400640487671
369,NEUTRAL,3.841538906097412
371,ENTAILMENT,4.505154609680176
376,NEUTRAL,2.4680120944976807
383,NEUTRAL,3.378181219100952
385,NEUTRAL,3.7963199615478516
386,NEUTRAL,3.8482887744903564
388,ENTAILMENT,4.197845935821533
389,NEUTRAL,3.3525967597961426
399,NEUTRAL,3.0257253646850586
400,NEUTRAL,3.4036753177642822
401,NEUTRAL,3.1902947425842285
405,NEUTRAL,3.462354898452759
406,ENTAILMENT,2.625063180923462
407,NEUTRAL,2.1030070781707764
408,ENTAILMENT,3.0401620864868164
411,ENTAILMENT,4.3854079246521
412,NEUTRAL,3.4789068698883057
414,NEUTRAL,4.150218963623047
416,NEUTRAL,3.616591453552246
418,NEUTRAL,3.6980316638946533
419,NEUTRAL,4.031721115112305
420,NEUTRAL,3.149747371673584
421,NEUTRAL,3.6157009601593018
424,NEUTRAL,4.37918758392334
425,CONTRADICTION,3.959623098373413
426,ENTAILMENT,4.244723796844482
429,NEUTRAL,3.9132049083709717
430,ENTAILMENT,3.690006732940674
431,NEUTRAL,3.5302016735076904
432,NEUTRAL,3.803226947784424
433,NEUTRAL,4.1521406173706055
437,NEUTRAL,3.388099431991577
443,NEUTRAL,3.871983766555786
444,ENTAILMENT,3.8540210723876953
445,NEUTRAL,3.698568105697632
448,NEUTRAL,3.3067712783813477
452,NEUTRAL,3.4357943534851074
453,ENTAILMENT,2.8499701023101807
455,NEUTRAL,3.0421652793884277
456,CONTRADICTION,3.281249761581421
458,CONTRADICTION,2.0856142044067383
459,NEUTRAL,2.209355592727661
460,NEUTRAL,2.235753297805786
463,NEUTRAL,3.4429588317871094
464,ENTAILMENT,4.315879821777344
466,CONTRADICTION,3.4729690551757812
467,NEUTRAL,3.5306336879730225
468,NEUTRAL,2.781874895095825
469,ENTAILMENT,4.326076030731201
471,NEUTRAL,3.6582956314086914
472,NEUTRAL,3.5894994735717773
474,CONTRADICTION,3.6905460357666016
478,NEUTRAL,2.331174612045288
479,ENTAILMENT,2.226487159729004
480,NEUTRAL,2.0876166820526123
481,ENTAILMENT,2.34281587600708
482,ENTAILMENT,4.563427925109863
483,NEUTRAL,3.5310347080230713
487,NEUTRAL,3.0501294136047363
488,NEUTRAL,3.1561832427978516
490,NEUTRAL,3.279797315597534
492,CONTRADICTION,3.1991665363311768
493,NEUTRAL,3.312171459197998
495,NEUTRAL,3.5518999099731445
498,NEUTRAL,3.539766788482666
501,NEUTRAL,3.134490728378296
502,ENTAILMENT,4.2894463539123535
503,CONTRADICTION,3.818971633911133
504,NEUTRAL,3.5496485233306885
509,NEUTRAL,3.1732285022735596
510,NEUTRAL,3.490046977996826
511,NEUTRAL,3.4272773265838623
512,NEUTRAL,2.8811330795288086
517,NEUTRAL,3.1586813926696777
518,ENTAILMENT,4.515896797180176
519,CONTRADICTION,4.313197135925293
521,NEUTRAL,2.9335410594940186
523,NEUTRAL,2.284618377685547
525,NEUTRAL,2.9133148193359375
532,CONTRADICTION,3.4576144218444824
533,NEUTRAL,4.051860809326172
534,NEUTRAL,3.8151285648345947
536,NEUTRAL,3.5501439571380615
537,NEUTRAL,3.7952628135681152
539,NEUTRAL,3.7362053394317627
540,NEUTRAL,3.784353256225586
543,NEUTRAL,3.9963936805725098
544,ENTAILMENT,4.619966983795166
546,NEUTRAL,3.9870071411132812
547,NEUTRAL,2.3611233234405518
549,NEUTRAL,2.2995402812957764
553,NEUTRAL,2.4542157649993896
554,ENTAILMENT,4.312280654907227
558,NEUTRAL,4.060776233673096
559,NEUTRAL,2.7444686889648438
562,NEUTRAL,2.0773510932922363
563,NEUTRAL,3.5005574226379395
566,NEUTRAL,3.5974924564361572
567,ENTAILMENT,4.583230018615723
569,NEUTRAL,2.865067958831787
571,CONTRADICTION,3.8473172187805176
572,NEUTRAL,4.191580295562744
573,NEUTRAL,3.5986523628234863
574,NEUTRAL,3.523261785507202
575,NEUTRAL,3.410409927368164
576,NEUTRAL,3.5677521228790283
577,NEUTRAL,3.3537752628326416
578,NEUTRAL,3.0202317237854004
579,NEUTRAL,3.606441020965576
580,NEUTRAL,4.51459264755249
582,NEUTRAL,3.90026593208313
583,ENTAILMENT,3.992614984512329
584,CONTRADICTION,3.6947128772735596
585,NEUTRAL,3.5367472171783447
589,NEUTRAL,3.438295364379883
590,ENTAILMENT,3.4763283729553223
591,ENTAILMENT,4.161575794219971
593,ENTAILMENT,4.2629899978637695
594,CONTRADICTION,3.8005568981170654
595,NEUTRAL,3.2743852138519287
596,NEUTRAL,2.963191032409668
598,NEUTRAL,3.013061046600342
600,ENTAILMENT,4.7943830490112305
602,NEUTRAL,3.2044098377227783
607,NEUTRAL,2.7428979873657227
608,NEUTRAL,2.7785942554473877
610,NEUTRAL,2.291154384613037
612,NEUTRAL,2.835716962814331
613,ENTAILMENT,4.550310134887695
614,NEUTRAL,3.872805595397949
615,NEUTRAL,3.739924430847168
616,ENTAILMENT,4.475320816040039
618,NEUTRAL,2.99648380279541
620,NEUTRAL,2.772667646408081
623,NEUTRAL,3.611119031906128
624,NEUTRAL,3.5281105041503906
627,NEUTRAL,3.5154151916503906
633,NEUTRAL,3.395270824432373
635,NEUTRAL,3.7041776180267334
636,NEUTRAL,3.3028199672698975
639,ENTAILMENT,4.735417366027832
640,NEUTRAL,4.084967136383057
642,ENTAILMENT,4.66118860244751
644,NEUTRAL,3.498610258102417
652,ENTAILMENT,4.694301128387451
654,NEUTRAL,3.2698097229003906
656,NEUTRAL,4.158265590667725
658,ENTAILMENT,3.886094570159912
659,NEUTRAL,3.8788514137268066
662,NEUTRAL,3.4955577850341797
664,NEUTRAL,3.8735861778259277
665,ENTAILMENT,4.608936309814453
666,ENTAILMENT,4.403066158294678
667,ENTAILMENT,4.319686412811279
669,NEUTRAL,3.4350638389587402
670,NEUTRAL,3.2277653217315674
673,NEUTRAL,3.235433578491211
674,NEUTRAL,3.2709946632385254
675,NEUTRAL,3.309720754623413
677,NEUTRAL,4.053466320037842
681,NEUTRAL,3.6502692699432373
682,NEUTRAL,3.8201143741607666
683,CONTRADICTION,3.829249620437622
684,NEUTRAL,3.4905812740325928
686,NEUTRAL,3.807784080505371
688,NEUTRAL,3.932190179824829
694,NEUTRAL,4.2474565505981445
695,NEUTRAL,2.9560983180999756
700,NEUTRAL,2.759051561355591
701,NEUTRAL,2.9726240634918213
705,ENTAILMENT,4.383673667907715
706,CONTRADICTION,3.5792133808135986
707,NEUTRAL,3.389309883117676
708,NEUTRAL,2.692877769470215
710,NEUTRAL,3.1530826091766357
711,NEUTRAL,3.0268609523773193
712,NEUTRAL,3.1980533599853516
713,ENTAILMENT,4.737159252166748
714,NEUTRAL,3.6579480171203613
716,ENTAILMENT,4.082191467285156
719,NEUTRAL,3.329014778137207
720,NEUTRAL,3.272327184677124
721,NEUTRAL,3.4725801944732666
724,NEUTRAL,3.712024211883545
726,ENTAILMENT,4.245903491973877
739,NEUTRAL,4.174848556518555
740,NEUTRAL,3.179328203201294
742,NEUTRAL,3.411505699157715
743,NEUTRAL,2.939605236053467
744,NEUTRAL,3.4201998710632324
750,NEUTRAL,3.7569713592529297
751,NEUTRAL,3.208733558654785
753,CONTRADICTION,3.6917214393615723
755,NEUTRAL,2.7393996715545654
756,ENTAILMENT,2.761221408843994
758,NEUTRAL,3.289179801940918
763,NEUTRAL,4.002725124359131
767,ENTAILMENT,3.148939609527588
770,ENTAILMENT,3.5088889598846436
771,ENTAILMENT,3.0653133392333984
773,NEUTRAL,3.9991908073425293
775,NEUTRAL,3.699496269226074
776,NEUTRAL,2.81817364692688
778,NEUTRAL,2.228193521499634
779,NEUTRAL,2.109671115875244
781,ENTAILMENT,4.1413044929504395
782,CONTRADICTION,3.620732545852661
786,NEUTRAL,3.121136426925659
787,NEUTRAL,3.8647193908691406
788,NEUTRAL,3.3893814086914062
790,NEUTRAL,3.6045844554901123
794,NEUTRAL,4.20009183883667
795,NEUTRAL,3.4685726165771484
798,CONTRADICTION,4.102055072784424
800,NEUTRAL,2.525184154510498
801,NEUTRAL,2.50972580909729
803,NEUTRAL,3.2606723308563232
805,ENTAILMENT,4.2342352867126465
806,CONTRADICTION,3.132553815841675
807,NEUTRAL,3.3002943992614746
808,NEUTRAL,4.018004894256592
809,CONTRADICTION,3.2719345092773438
810,NEUTRAL,2.4459333419799805
814,NEUTRAL,2.415268659591675
815,NEUTRAL,2.1842246055603027
817,ENTAILMENT,3.917550563812256
818,ENTAILMENT,4.393184661865234
819,CONTRADICTION,3.5248372554779053
821,NEUTRAL,1.9973700046539307
823,NEUTRAL,2.67500901222229
826,NEUTRAL,2.0037319660186768
828,CONTRADICTION,3.9024415016174316
829,NEUTRAL,3.7265021800994873
832,NEUTRAL,3.0946738719940186
833,NEUTRAL,3.5961742401123047
834,NEUTRAL,3.4315545558929443
835,NEUTRAL,3.090336799621582
837,NEUTRAL,3.490130662918091
838,NEUTRAL,2.801549196243286
840,ENTAILMENT,4.051238536834717
842,ENTAILMENT,4.250545501708984
843,ENTAILMENT,3.777700901031494
847,NEUTRAL,2.7581701278686523
849,NEUTRAL,2.435925006866455
850,NEUTRAL,2.772033452987671
853,NEUTRAL,4.053275108337402
854,CONTRADICTION,3.5251078605651855
856,ENTAILMENT,4.58017635345459
861,CONTRADICTION,3.6510937213897705
863,ENTAILMENT,4.203962802886963
865,CONTRADICTION,3.1946218013763428
871,NEUTRAL,3.1687283515930176
875,NEUTRAL,3.7133474349975586
877,ENTAILMENT,4.457337856292725
884,NEUTRAL,3.0491464138031006
885,NEUTRAL,3.5047051906585693
886,NEUTRAL,3.2948858737945557
890,ENTAILMENT,4.073156833648682
891,CONTRADICTION,3.289337396621704
894,ENTAILMENT,3.375180959701538
896,ENTAILMENT,3.3893332481384277
897,ENTAILMENT,2.8414182662963867
900,ENTAILMENT,4.140225887298584
901,NEUTRAL,4.155692100524902
903,NEUTRAL,3.773581027984619
905,NEUTRAL,3.6499838829040527
907,NEUTRAL,3.4939961433410645
911,NEUTRAL,3.5534350872039795
912,ENTAILMENT,4.3796210289001465
914,ENTAILMENT,4.147784233093262
916,ENTAILMENT,3.864537477493286
918,NEUTRAL,2.3814773559570312
919,NEUTRAL,2.7938830852508545
921,NEUTRAL,3.1017110347747803
923,ENTAILMENT,4.055598735809326
924,CONTRADICTION,3.5885777473449707
925,NEUTRAL,3.0623738765716553
926,ENTAILMENT,4.617381572723389
928,NEUTRAL,3.7951467037200928
929,NEUTRAL,3.4943437576293945
930,NEUTRAL,3.305968761444092
934,ENTAILMENT,4.633615016937256
937,ENTAILMENT,4.573976993560791
938,NEUTRAL,3.698151111602783
939,NEUTRAL,3.913025379180908
941,NEUTRAL,3.751016139984131
942,NEUTRAL,3.6778676509857178
946,NEUTRAL,3.709439277648926
951,ENTAILMENT,4.164309501647949
952,NEUTRAL,3.718233823776245
954,NEUTRAL,3.432051420211792
955,NEUTRAL,3.744870185852051
958,ENTAILMENT,3.2937002182006836
964,CONTRADICTION,4.0800395011901855
965,NEUTRAL,4.044201374053955
966,NEUTRAL,3.9843947887420654
968,NEUTRAL,3.6731534004211426
969,NEUTRAL,3.4812276363372803
971,NEUTRAL,3.179748773574829
972,NEUTRAL,3.648128032684326
974,CONTRADICTION,3.283456802368164
976,ENTAILMENT,4.363826751708984
977,NEUTRAL,4.307453632354736
981,NEUTRAL,2.8174543380737305
982,NEUTRAL,2.9955127239227295
983,NEUTRAL,2.6314165592193604
986,ENTAILMENT,4.413762092590332
990,NEUTRAL,4.501648426055908
992,NEUTRAL,1.5464270114898682
993,NEUTRAL,1.7265503406524658
995,NEUTRAL,1.6177587509155273
997,NEUTRAL,3.1059961318969727
999,ENTAILMENT,4.736461162567139
1001,ENTAILMENT,4.590615272521973
1003,NEUTRAL,2.7830748558044434
1005,NEUTRAL,2.735520839691162
1006,NEUTRAL,2.602184534072876
1011,ENTAILMENT,4.572430610656738
1012,NEUTRAL,2.7753469944000244
1013,NEUTRAL,3.840747594833374
1014,NEUTRAL,3.3815340995788574
1015,NEUTRAL,3.159756898880005
1017,NEUTRAL,3.2185466289520264
1020,NEUTRAL,3.332754135131836
1023,NEUTRAL,2.785240650177002
1024,NEUTRAL,4.2178544998168945
1025,NEUTRAL,3.4361515045166016
1027,NEUTRAL,3.2268576622009277
1030,NEUTRAL,3.4711289405822754
1032,ENTAILMENT,4.772446155548096
1034,NEUTRAL,3.6626431941986084
1035,ENTAILMENT,4.343753337860107
1036,CONTRADICTION,3.228445053100586
1040,NEUTRAL,3.1229612827301025
1041,ENTAILMENT,3.4565858840942383
1042,ENTAILMENT,3.2264554500579834
1051,NEUTRAL,2.601515531539917
1056,NEUTRAL,2.794255256652832
1058,ENTAILMENT,4.158078670501709
1059,CONTRADICTION,3.7459628582000732
1060,NEUTRAL,3.739908456802368
1062,CONTRADICTION,3.6861000061035156
1063,NEUTRAL,3.7119925022125244
1066,NEUTRAL,3.016991376876831
1067,NEUTRAL,3.583590269088745
1070,NEUTRAL,3.7605743408203125
1071,ENTAILMENT,4.366801738739014
1072,NEUTRAL,2.9288854598999023
1073,ENTAILMENT,4.538917064666748
1075,NEUTRAL,3.83469820022583
1077,NEUTRAL,3.6273627281188965
1078,NEUTRAL,3.4743669033050537
1079,NEUTRAL,3.9834344387054443
1081,NEUTRAL,3.981840133666992
1085,ENTAILMENT,4.524588108062744
1086,NEUTRAL,4.247803211212158
1089,NEUTRAL,3.6255104541778564
1098,ENTAILMENT,4.349784851074219
1100,NEUTRAL,0.7914684414863586
1101,NEUTRAL,1.050987958908081
1103,NEUTRAL,1.2314225435256958
1106,ENTAILMENT,4.575438499450684
1107,CONTRADICTION,3.301954984664917
1110,CONTRADICTION,3.847806215286255
1113,NEUTRAL,1.2275588512420654
1114,NEUTRAL,0.9121914505958557
1116,NEUTRAL,1.0787177085876465
1121,ENTAILMENT,4.366000175476074
1123,ENTAILMENT,4.205901622772217
1124,CONTRADICTION,3.553889513015747
1126,ENTAILMENT,3.9267618656158447
1127,CONTRADICTION,3.4132890701293945
1130,CONTRADICTION,3.29254150390625
1131,ENTAILMENT,4.548922061920166
1132,NEUTRAL,4.080629348754883
1134,NEUTRAL,4.263269424438477
1136,NEUTRAL,3.2320096492767334
1138,NEUTRAL,4.097208499908447
1139,ENTAILMENT,4.319212436676025
1140,CONTRADICTION,3.714268445968628
1141,NEUTRAL,4.235462188720703
1142,CONTRADICTION,3.070453405380249
1143,NEUTRAL,1.3821070194244385
1144,NEUTRAL,0.7474093437194824
1146,NEUTRAL,0.9644772410392761
1148,NEUTRAL,3.1032543182373047
1150,ENTAILMENT,3.9109413623809814
1151,CONTRADICTION,3.728142261505127
1152,NEUTRAL,3.414057970046997
1156,NEUTRAL,3.1438236236572266
1158,CONTRADICTION,3.381619691848755
1159,NEUTRAL,4.027057647705078
1160,ENTAILMENT,4.095536708831787
1163,NEUTRAL,3.8688125610351562
1164,NEUTRAL,3.4595649242401123
1166,ENTAILMENT,4.560645580291748
1168,ENTAILMENT,4.296430587768555
1171,NEUTRAL,2.8355462551116943
1172,ENTAILMENT,4.065011978149414
1173,CONTRADICTION,3.0697991847991943
1174,NEUTRAL,3.64543080329895
1176,CONTRADICTION,3.515512228012085
1181,NEUTRAL,1.6056771278381348
1183,NEUTRAL,1.732983946800232
1185,NEUTRAL,4.066314220428467
1186,NEUTRAL,3.873457670211792
1187,ENTAILMENT,4.051794052124023
1189,NEUTRAL,3.91353702545166
1197,CONTRADICTION,3.4702582359313965
1198,NEUTRAL,3.82326340675354
1199,NEUTRAL,3.3037564754486084
1201,NEUTRAL,3.5414035320281982
1203,NEUTRAL,3.414310932159424
1204,NEUTRAL,3.9292635917663574
1208,NEUTRAL,4.041794300079346
1209,CONTRADICTION,3.6444873809814453
1210,NEUTRAL,2.99056077003479
1211,NEUTRAL,2.3383662700653076
1216,CONTRADICTION,3.323247194290161
1217,ENTAILMENT,4.186008453369141
1218,CONTRADICTION,3.2184574604034424
1220,NEUTRAL,3.0566844940185547
1223,NEUTRAL,4.186946868896484
1224,ENTAILMENT,4.652487754821777
1225,CONTRADICTION,3.423832654953003
1226,ENTAILMENT,4.438976287841797
1229,NEUTRAL,2.506117343902588
1231,NEUTRAL,2.729776382446289
1233,ENTAILMENT,3.600951910018921
1234,CONTRADICTION,3.465613603591919
1235,ENTAILMENT,4.239227771759033
1238,NEUTRAL,3.7687792778015137
1243,CONTRADICTION,3.498743772506714
1245,CONTRADICTION,3.371701955795288
1247,NEUTRAL,2.313943386077881
1250,NEUTRAL,3.077684164047241
1252,CONTRADICTION,3.351972818374634
1253,ENTAILMENT,4.0912299156188965
1254,NEUTRAL,3.783132314682007
1256,NEUTRAL,2.515242576599121
1257,NEUTRAL,2.724053382873535
1258,NEUTRAL,2.0142605304718018
1260,ENTAILMENT,4.112245082855225
1261,CONTRADICTION,3.37884521484375
1262,ENTAILMENT,4.172520637512207
1263,CONTRADICTION,3.075514078140259
1264,ENTAILMENT,4.171665668487549
1265,CONTRADICTION,2.7706298828125
1267,NEUTRAL,3.469614267349243
1269,NEUTRAL,3.204195261001587
1272,CONTRADICTION,3.5469155311584473
1277,NEUTRAL,1.3948038816452026
1278,NEUTRAL,2.9871909618377686
1279,NEUTRAL,2.0577633380889893
1281,CONTRADICTION,3.500697612762451
1285,NEUTRAL,3.2215797901153564
1286,NEUTRAL,2.212439775466919
1288,CONTRADICTION,3.035494565963745
1289,ENTAILMENT,4.2200775146484375
1290,NEUTRAL,3.7864034175872803
1295,NEUTRAL,3.824873924255371
1296,ENTAILMENT,3.924041271209717
1298,ENTAILMENT,4.188899993896484
1299,ENTAILMENT,3.8998584747314453
1300,CONTRADICTION,3.9032137393951416
1301,NEUTRAL,2.863889694213867
1304,NEUTRAL,3.1155848503112793
1306,NEUTRAL,1.984787106513977
1307,NEUTRAL,2.2546114921569824
1309,ENTAILMENT,3.761387348175049
1310,CONTRADICTION,3.602092742919922
1312,CONTRADICTION,3.7279255390167236
1313,NEUTRAL,1.8859962224960327
1314,NEUTRAL,0.9280564188957214
1315,NEUTRAL,1.1331416368484497
1316,NEUTRAL,0.8798902630805969
1320,ENTAILMENT,4.522988796234131
1322,NEUTRAL,3.057133436203003
1323,ENTAILMENT,4.470101356506348
1324,NEUTRAL,3.911503553390503
1325,NEUTRAL,2.9495275020599365
1327,ENTAILMENT,3.8317928314208984
1330,NEUTRAL,3.544576406478882
1331,ENTAILMENT,4.230721473693848
1332,CONTRADICTION,3.303994655609131
1334,NEUTRAL,3.2875685691833496
1337,ENTAILMENT,3.7670388221740723
1338,NEUTRAL,3.3164374828338623
1339,ENTAILMENT,4.004713535308838
1340,NEUTRAL,4.101288795471191
1343,NEUTRAL,3.4180359840393066
1347,CONTRADICTION,3.405304193496704
1348,NEUTRAL,3.982656240463257
1349,NEUTRAL,3.8650643825531006
1351,NEUTRAL,4.01252555847168
1353,NEUTRAL,3.488121747970581
1356,CONTRADICTION,3.9492292404174805
1357,NEUTRAL,4.076556205749512
1360,ENTAILMENT,3.892397880554199
1362,ENTAILMENT,3.852212429046631
1363,CONTRADICTION,2.952430248260498
1364,ENTAILMENT,3.568875312805176
1366,NEUTRAL,3.659452438354492
1367,ENTAILMENT,4.044882297515869
1369,ENTAILMENT,4.303408145904541
1370,CONTRADICTION,3.4981372356414795
1374,CONTRADICTION,3.665332317352295
1375,ENTAILMENT,4.288537979125977
1377,CONTRADICTION,3.468087673187256
1382,NEUTRAL,3.6392478942871094
1383,CONTRADICTION,3.2294156551361084
1391,NEUTRAL,0.8963218927383423
1392,NEUTRAL,0.7143152952194214
1393,NEUTRAL,0.6724522113800049
1394,ENTAILMENT,4.429296016693115
1395,NEUTRAL,3.2063682079315186
1397,CONTRADICTION,3.339769124984741
1398,NEUTRAL,3.58089017868042
1401,NEUTRAL,3.2094297409057617
1402,NEUTRAL,3.4998488426208496
1406,CONTRADICTION,3.392467737197876
1411,NEUTRAL,1.7762519121170044
1413,NEUTRAL,3.6961936950683594
1416,NEUTRAL,3.8113551139831543
1418,NEUTRAL,3.136113166809082
1420,NEUTRAL,3.89418888092041
1422,NEUTRAL,3.9188222885131836
1423,ENTAILMENT,4.231710433959961
1424,CONTRADICTION,3.571282386779785
1425,NEUTRAL,1.3218291997909546
1426,NEUTRAL,1.0078120231628418
1428,NEUTRAL,1.242286205291748
1430,ENTAILMENT,4.326314449310303
